0.01 0.029400
0.02 0.103500
0.03 0.219800
0.04 0.375200
0.05 0.547900
0.06 0.740200
0.07 0.940200
0.08 1.147200
0.09 1.361600
0.10 1.576700
0.11 1.799300
0.12 2.042800
0.13 2.280500
0.14 2.529100
0.15 2.796900
0.16 3.084200
0.17 3.388200
0.18 3.713000
0.19 4.045700
0.20 4.411000
0.21 4.832200
0.22 5.275300
0.23 5.743900
0.24 6.257400
0.25 6.825300
0.26 7.439800
0.27 8.110800
0.28 8.856200
0.29 9.683600
0.30 10.642000
0.31 11.687800
0.32 12.906900
0.33 14.315900
0.34 15.909100
0.35 17.887400
0.36 20.108400
0.37 22.902200
0.38 26.291700
0.39 30.572100
0.40 35.983700
0.41 42.795600
0.42 51.521800
0.43 62.361200
0.44 76.622700
0.45 94.539900
0.46 115.871300
0.47 142.419500
0.48 172.516500
0.49 202.551800
0.50 221.555100
0.51 226.648200
0.52 220.775800
0.01 0.029400
0.02 0.103500
0.03 0.219800
0.04 0.375200
0.05 0.547900
0.06 0.740200
0.07 0.940200
0.08 1.147200
0.09 1.361600
0.10 1.576700
0.11 1.799300
0.12 2.042800
0.13 2.280500
0.14 2.529100
0.15 2.796900
0.16 3.084200
0.17 3.388200
0.18 3.713000
0.19 4.045700
0.20 4.411000
0.21 4.832200
0.22 5.275300
0.23 5.743900
0.24 6.257400
0.25 6.825300
0.26 7.439800
0.27 8.110800
0.28 8.856200
0.29 9.683600
0.30 10.642000
0.31 11.687800
0.32 12.906900
0.33 14.315900
0.34 15.909100
0.35 17.887400
0.36 20.108400
0.37 22.902200
0.38 26.291700
0.39 30.572100
0.40 35.983700
0.41 42.795600
0.42 51.521800
0.43 62.361200
0.44 76.622700
0.45 94.539900
0.46 115.871300
0.47 142.419500
0.48 172.516500
0.49 202.551800
0.50 221.555100
0.51 226.648200
0.52 220.775800
0.53 209.429600
0.54 198.333700
0.55 189.285100
0.56 181.607500
0.57 175.552700
0.58 170.498500
0.59 166.371400
0.60 162.752400
0.61 159.650400
0.62 156.925500
0.63 154.576800
0.64 152.451100
0.65 150.555700
0.66 148.802600
0.67 147.162300
0.68 145.670900
0.69 144.282600
0.70 142.956700
0.71 141.745100
0.72 140.590200
0.73 139.497500
0.74 138.470200
0.75 137.503600
0.76 136.626100
0.77 135.778200
0.78 134.971700
0.79 134.222900
0.80 133.517200
0.81 132.843300
0.82 132.213200
0.83 131.632900
0.84 131.091100
0.85 130.577600
0.86 130.123500
0.87 129.711200
0.88 129.335200
0.89 129.004400
0.90 128.706700
0.91 128.437900
0.92 128.189000
0.93 127.955000
0.94 127.754000
0.95 127.552800
0.96 127.373400
0.97 127.222000
0.98 127.102000
0.99 127.026300
