8362.8 -968.2 
16698.2 -2172.9 
24999.6 -3613.4 
33260.2 -5288.7 
41473.4 -7197.7 
49632.7 -9338.9 
57731.3 -11710.9 
65762.9 -14312.0 
73720.9 -17140.3 
81599.0 -20193.6 
89390.6 -23469.8 
97089.6 -26966.3 
104689.7 -30680.6 
112184.7 -34609.9 
119568.6 -38751.1 
126835.4 -43101.3 
133979.1 -47656.9 
140994.0 -52414.6 
147874.3 -57370.7 
154614.4 -62521.4 
161208.9 -67862.8 
167652.2 -73390.7 
173939.3 -79100.8 
180064.8 -84988.7 
186023.7 -91049.9 
191811.3 -97279.7 
197422.6 -103673.1 
202853.1 -110225.2 
208098.3 -116931.0 
213153.8 -123785.1 
218015.4 -130782.2 
222679.2 -137916.8 
227141.1 -145183.3 
231397.5 -152576.0 
235444.8 -160089.1 
239279.6 -167716.7 
242898.7 -175452.8 
246299.0 -183291.2 
249477.5 -191225.8 
252431.7 -199250.3 
255158.8 -207358.3 
257656.7 -215543.5 
259923.0 -223799.3 
261955.8 -232119.2 
263753.3 -240496.7 
265313.8 -248924.9 
266636.0 -257397.3 
267718.5 -265907.1 
268560.3 -274447.6 
269160.6 -283011.8 
269518.6 -291593.0 
269634.0 -300184.3 
269506.3 -308778.9 
269135.5 -317369.9 
268521.7 -325950.4 
267665.3 -334513.6 
266566.6 -343052.5 
265226.5 -351560.3 
263645.7 -360030.2 
261825.3 -368455.5 
259766.6 -376829.2 
257471.1 -385144.7 
254940.3 -393395.3 
252176.3 -401574.3 
249180.8 -409675.1 
245956.3 -417691.2 
242505.0 -425616.1 
238829.6 -433443.4 
234932.8 -441166.7 
230817.5 -448779.8 
226486.9 -456276.5 
221944.3 -463650.7 
217193.1 -470896.4 
212236.9 -478007.8 
207079.7 -484978.9 
201725.2 -491804.2 
196177.7 -498478.1 
190441.4 -504995.0 
184520.8 -511349.7 
178420.5 -517537.0 
172145.1 -523551.6 
165699.7 -529388.8 
159089.1 -535043.7 
152318.6 -540511.7 
145393.4 -545788.1 
138319.0 -550868.6 
131100.9 -555749.1 
123744.8 -560425.4 
116256.4 -564893.6 
108641.6 -569150.0 
100906.4 -573191.1 
93056.9 -577013.3 
85099.4 -580613.6 
77039.9 -583988.7 
68885.1 -587136.0 
60641.2 -590052.5 
52314.8 -592735.9 
43912.5 -595183.8 
35441.0 -597394.0 
26906.9 -599364.6 
18317.1 -601093.9 
9678.5 -602580.2 
997.7 -603822.1 
-7718.1 -604818.5 
-16462.2 -605568.4 
-25227.4 -606071.0 
-34006.9 -606325.7 
-42793.5 -606332.0 
-51580.4 -606089.8 
-60360.4 -605599.1 
-69126.5 -604860.0 
-77871.7 -603873.0 
-86589.0 -602638.7 
-95271.4 -601157.8 
-103911.9 -599431.3 
-112503.5 -597460.4 
-121039.4 -595246.6 
-129512.7 -592791.2 
-137916.6 -590096.3 
-146244.2 -587163.6 
-154488.9 -583995.4 
-162644.0 -580594.0 
-170702.8 -576961.9 
-178659.0 -573101.9 
-186505.9 -569016.8 
-194237.3 -564709.9 
-201846.9 -560184.2 
-209328.5 -555443.3 
-216676.0 -550490.8 
-223883.4 -545330.5 
-230944.9 -539966.3 
-237854.6 -534402.4 
-244607.0 -528643.0 
-251196.4 -522692.7 
-257617.6 -516556.0 
-263865.2 -510237.7 
-269934.1 -503742.6 
-275819.3 -497075.9 
-281515.9 -490242.8 
-287019.2 -483248.5 
-292324.7 -476098.6 
-297428.0 -468798.6 
-302324.8 -461354.2 
-307011.1 -453771.4 
-311482.9 -446056.0 
-315736.4 -438214.2 
-319768.2 -430252.0 
-323574.7 -422175.8 
-327152.8 -413991.9 
-330499.5 -405706.8 
-333611.8 -397327.1 
-336487.1 -388859.3 
-339122.9 -380310.2 
-341516.8 -371686.6 
-343666.9 -362995.2 
-345571.1 -354243.0 
-347227.8 -345437.0 
-348635.5 -336584.1 
-349792.7 -327691.4 
-350698.4 -318766.0 
-351351.6 -309814.9 
-351751.7 -300845.4 
-351898.1 -291864.6 
-351790.4 -282879.6 
-351428.7 -273897.6 
-350812.8 -264925.9 
-349943.3 -255971.6 
-348820.4 -247041.9 
-347445.0 -238144.0 
-345817.9 -229285.0 
-343940.3 -220472.0 
-341813.3 -211712.1 
-339438.6 -203012.3 
-336817.9 -194379.7 
-333953.0 -185821.3 
-330846.0 -177343.9 
-327499.2 -168954.3 
-323915.1 -160659.5 
-320096.4 -152466.0 
-316046.0 -144380.5 
-311766.9 -136409.5 
-307262.3 -128559.6 
-302535.7 -120837.1 
-297590.7 -113248.3 
-292431.0 -105799.4 
-287060.7 -98496.4 
-281483.7 -91345.3 
-275704.6 -84351.9 
-269727.6 -77522.0 
-263557.4 -70861.2 
-257198.9 -64374.8 
-250656.8 -58068.3 
-243936.4 -51946.9 
-237042.9 -46015.5 
-229981.6 -40279.1 
-222758.1 -34742.5 
-215377.9 -29410.1 
